Date,High,Low,Close,Volume,RSI,SMA,EMA,MACD,MACD Signal,LB,UB,f_Score
2020-07-02,0.0020247297333119973,0.0011197677851331467,0.0009088409800641075,0.012064157829260826,0.30780356263956077,0.004314162296542523,0.0014813596467180006,0.48192756460358654,0.490627505282724,0.004846591531024569,0.017536951099969143,0.6934333647729378
2020-07-03,0.0007210138915752229,0.0015362822153841826,0.0002454794647959169,0.002439716854838167,0.29354909948698227,0.003926905007340442,0.0011840150558648235,0.4812978236807461,0.4897793142729719,0.004652364358311567,0.01695269453564652,0.4589983309770001
2020-07-04,0.0003790297707468582,0.0014392532856097873,0.0010756277878950506,0.00011197319849626935,0.3176797521115613,0.0034724986803262026,0.000965052009596429,0.4812449168817581,0.48908856033331805,0.004537501452022752,0.01655494952765141,0.5926445414437951
2020-07-05,0.0,0.0,0.0,0.0019213911835003206,0.29226020083268034,0.003070159025444441,0.0006835124051689513,0.4808432772577951,0.4884433328289075,0.004294978069032174,0.01605165211251575,0.46917254081132115
2020-07-06,0.003829219308424142,0.0015338239290181854,0.0055398661647106115,0.01664129465448313,0.44057133325650216,0.002880952345293397,0.0008151854745269973,0.4829544329188286,0.4884140162013505,0.0038462692069906046,0.016243439878541325,0.7236456258602724
2020-07-07,0.0035624836161098627,0.004223024104635209,0.0032764385662700244,0.004685501164432816,0.38427845145665634,0.0025364316356143446,0.0007769580879222195,0.4837293993649191,0.4885692822316142,0.003393252998855012,0.01630288958742557,0.5958896666154478
2020-07-08,0.005173206734573055,0.005118812649152843,0.0065110010127597834,0.02199415712294584,0.45910841342445,0.0023030518020283886,0.0009718541999829968,0.48576025697459435,0.4891618424505384,0.003436996828435873,0.016285548663223685,0.5974257688778974
2020-07-09,0.004832870645496867,0.004846401498042996,0.0037484330320196333,0.016970300338130885,0.3917965243692046,0.001950943086365342,0.0009571771618493987,0.48623047627301025,0.4897443305193993,0.0034253726116347805,0.016278248293438744,0.759898462874169
2020-07-10,0.002249300357924422,0.00264852837805421,0.0037638629647578645,0.013602673353812642,0.39217188454303437,0.0015488099846442949,0.0009445473406129725,0.48664060599349157,0.49030490327566306,0.0033493167873113183,0.01625617234509583,0.33891077067404174
2020-07-11,0.002358105518073139,0.004179251930983924,0.0030572438124758525,0.0029443867791409187,0.3743186382022887,0.0014934265070953023,0.0008823432108067688,0.48669540224423574,0.49076599834952883,0.0032805120982544456,0.016204994639642954,0.990828705196932
2020-07-12,0.0028228504721856396,0.004141020074366453,0.003721466533292251,0.006494422224792129,0.3925853009749006,0.0013544527586371868,0.0008715180894443566,0.4870475405236451,0.49121608298028807,0.0019699765413616344,0.016980568788812742,0.5771395447187184
2020-07-13,0.0025892156729362403,0.004645280651547151,0.003117277015896925,0.01555057940670121,0.3756912470614275,0.0011968991880870194,0.000818306502500227,0.4870953303358514,0.49158717175990047,0.0003743544535389498,0.018065919982285992,0.7767949472508969
2020-07-14,0.002184132974702907,0.00365655420605826,0.0031099208851728963,0.01721928769724785,0.3754748753790906,0.0010992546681952708,0.0007680033541925815,0.4871550606429553,0.4918978175226879,0.0002270921514330171,0.018093044601536077,0.687629842390857
2020-07-15,0.0020312341990572635,0.0036616725784173187,0.002184376105830527,0.010605159187527732,0.34731156412791464,0.0009238810723885549,0.0006549448096628553,0.4868374188347331,0.49207308098477787,0.00013647092933152805,0.018049531875439843,0.7147763740103313
2020-07-16,0.0009358716482014418,0.0021027154231198775,0.0010708373320332811,0.01021910034531983,0.31393832935703425,0.0006478994833683804,0.00046977371941744905,0.4861486940956172,0.49205446110295425,0.0001425500533269175,0.01797782923813668,0.46781827724430364
2020-07-17,0.000360322857134443,0.0021075035779073714,0.001422944808763288,0.004995254345374553,0.3272417891374353,0.0004242409314968443,0.000321657997076591,0.4857933051286596,0.4919576069666517,1.5189920333724682e-05,0.018351896199897803,0.5430550463732041
2020-07-18,0.0012351647337474903,0.0023258324289652244,0.0015634469055924864,0.0,0.3328275317810572,0.00025231165945668876,0.00019311735697005733,0.48561415856155415,0.4918388096690878,1.0637682786168723e-05,0.01838978229601224,0.5710584456476764
2020-07-19,0.0007040251387256946,0.002265879594307879,0.0020554105749905076,0.002026484271399974,0.35321520715653176,0.00018280486048544153,0.00010795167698096633,0.48572290496262743,0.49176885044481267,8.46676120808132e-06,0.018381779951498037,0.5687804969479023
2020-07-20,0.0009351177613360906,0.0030149965007944535,0.0016588254200534396,0.004437362272940608,0.3381911189757081,6.847403316773137e-05,0.0,0.4856823846142577,0.4917035384419678,0.0,0.018446966756375086,0.5517889952146346
