Date,High,Low,Close,Volume,RSI,SMA,EMA,MACD,MACD Signal,LB,UB,newScore,f_Score
2020-07-30,11169.3564453125,10895.455078125,11111.2138671875,22857247901,83.32056316308682,9532.11416015625,9755.88528430146,423.85758711876406,215.7349331717041,11087.933250503558,8282.576222152691,"[0.9693607091903687, 0.9556447863578796, -0.9727380871772766, 0.963411271572113, 0.9439651966094971, -0.9330891966819763, -0.9679213166236877, 0.9039677977561951, -0.9601223468780518, -0.9760865569114685, 0.9588741660118103, 0.9660033583641052, 0.9355339407920837, 0.9694573879241943, 0.9525623321533203, 0.9703848361968994, -0.8261207938194275, -0.9750469923019409]",0.215446694029702
2020-07-31,11415.8642578125,10987.0537109375,11323.466796875,23160469766,84.94478346838058,9601.952213541666,9857.019575435235,478.85650905670445,268.3592483487042,11345.454518947852,8233.366965427147,"[0.845590353012085, 0.5213828682899475, -0.9582905173301697, 0.9558853507041931, 0.9374548196792603, 0.9695772528648376, 0.951592206954956, 0.9512386322021484]",0.6468038707971573
2020-08-01,11794.775390625,11239.6826171875,11759.5927734375,26075670303,87.61376623453906,9689.824967447918,9979.766233370863,551.2804544711107,324.9434895731855,11669.50464499735,8157.626116721398,"[0.9691770076751709, 0.9567370414733887, 0.9540272355079651, 0.9608548879623413, 0.9714856743812561, -0.5674981474876404, 0.9584545493125916, 0.9512914419174194, -0.7646956443786621, 0.9382064342498779, -0.9598159193992615]",0.4880204146558588
2020-08-02,12034.14453125,11018.1298828125,11053.6142578125,27410067336,66.92948405960128,9755.36865234375,10049.046751076778,545.4230890397084,369.0394094664901,11798.70659465546,8209.424167063287,"[-0.9736132621765137, 0.8127748966217041, 0.8507671356201172, 0.8375556468963623, -0.9778311252593994, 0.9670686721801758, 0.6907497048377991, 0.9122107625007629]",0.389960303902626
2020-08-03,11453.0791015625,11012.4150390625,11246.3486328125,20271713443,69.07591694523879,9825.8306640625,10126.292033769403,549.9931592682133,405.2301594268348,11940.927356190983,8267.516882090265,"[0.9503311514854431, 0.7293376922607422, 0.8705661296844482, 0.9662267565727234, -0.9382733106613159, 0.9578964710235596, 0.9601755142211914, -0.9800800681114197, 0.6949717998504639, 0.9121978878974915, 0.6929698586463928]",0.5287563529881564
2020-08-04,11385.3818359375,11094.1455078125,11205.892578125,21250197042,68.07709882208127,9896.895670572916,10195.943681792349,544.0787066884877,432.9998688791653,12051.377856139025,8358.371948548478,"[0.9088718295097351, 0.9581744074821472, 0.9616272449493408, 0.7294929027557373, 0.9704974293708801, -0.6652036905288696, -0.5372027158737183, -0.9644975066184998, -0.9782696962356567, 0.9387804865837097, 0.939778208732605, -0.9774404764175415]",0.1903840353091558
2020-08-05,11786.6171875,11158.28515625,11747.0224609375,24411254471,73.58003699762831,9975.947265625,10296.013280446872,576.4116053567814,461.6822161746885,12229.481322426069,8441.747974448932,"[0.9342962503433228, 0.8031845688819885, -0.9758020043373108, 0.9718495607376099, 0.8393075466156006, 0.8160009384155273, -0.9710559844970703, -0.9677390456199646, 0.967634916305542, -0.9668681621551514, 0.9647254347801208, 0.9545773267745972, 0.9497165679931641, 0.6710044741630554]",0.3564880277429308
2020-08-06,11902.3359375,11598.7138671875,11779.7734375,23400740340,73.87358526190712,10060.197135416667,10391.739742192236,597.7874687644835,488.9032666926475,12378.653334187618,8555.414048624882,"[0.6787367463111877, -0.9682931303977966, 0.8885802626609802, -0.9520774483680725, 0.9596120715141296, -0.9730045795440674, 0.9231122136116028, 0.9639238715171814, -0.974636971950531, -0.9609408378601074, -0.9749611020088196, 0.6214954853057861, 0.9493970274925232, 0.9635630249977112, 0.9384008049964905]",0.1388604958852132
2020-08-07,11898.0380859375,11408.59375,11601.47265625,23132312867,69.35562236367736,10132.635123697915,10469.787026970156,593.4991231435724,509.82243798283247,12462.61622707505,8715.694417456201,"[0.9372953772544861, -0.9593074917793274, -0.9755535125732422, 0.9635098576545715, 0.9166367053985596, -0.9674078226089478, 0.9010931849479675, -0.9582016468048096, 0.8715109825134277, 0.9642944931983948, -0.972599446773529, 0.9661462306976318, 0.9660713076591492, 0.9643827080726624, -0.6249539852142334, 0.9637596011161804, 0.9663172960281372]",0.2895878728698282
2020-08-08,11800.064453125,11558.431640625,11754.0458984375,17572057837,70.9905651654825,10215.171061197916,10552.642438032566,595.5468702744147,526.9673244411489,12540.043173461978,8895.090322631771,"[0.9719132781028748, 0.9622765183448792, -0.5325831770896912, 0.9656354188919067, 0.9070243239402771]",0.6548532724380494
2020-08-09,11806.056640625,11548.7841796875,11675.7392578125,17489608833,68.95710495261696,10295.068782552084,10625.100297373208,584.1176880589846,538.397397164716,12563.43060443022,9122.853672913532,"[0.9714803099632263, -0.9734839797019958, 0.8909004330635071, 0.9469770789146423, 0.6830467581748962, 0.6782808303833008, -0.8868926167488098, 0.9553996920585632, -0.9771568179130554, -0.9806485772132874]",0.1307903110980987
2020-08-10,12045.140625,11662.2568359375,11878.111328125,26114112569,71.24914633685918,10382.994270833333,10705.939718712032,584.6502296751405,547.6479636668009,12605.31558123088,9331.29105939412,"[0.8522915244102478, 0.9400027394294739, -0.9731224179267883, -0.9646280407905579, 0.9688642621040344, 0.9709743857383728, 0.9537560939788818, -0.899226725101471, 0.858569324016571]",0.3008312384287516
2020-08-11,11932.7109375,11195.708984375,11410.525390625,27039782640,60.19089214173267,10454.128450520831,10751.39685883545,541.1044797484792,546.3392668831366,12568.206689858798,9556.916161703704,"[0.9555617570877075, -0.9750738143920898, -0.9132936596870422, 0.9434736371040344, 0.9517738223075867, 0.9407312870025635, 0.9593095183372498, 0.957811176776886, -0.9760487675666809]",0.316027217441135
2020-08-12,11748.396484375,11249.60546875,11584.9345703125,25064548486,62.527126881114256,10532.1724609375,10805.173485382356,514.7339893850149,540.0182113835123,12520.114380546418,9805.394701484833,"[0.9299131631851196, 0.7581334114074707, 0.9674445390701294, 0.9263699650764465, -0.9461195468902588, 0.7272318005561829, 0.9581466317176819, -0.9313615560531616, -0.9684733152389526, 0.8097526431083679]",0.3231037735939026
2020-08-13,11796.396484375,11216.8720703125,11784.1376953125,27522199497,65.04998534068079,10616.869921875,10868.332466668173,504.0982819562614,532.8342254980621,12432.900286227728,10117.333307522273,"[0.9694824814796448, 0.9217357039451599, -0.9561262130737305, 0.9557868838310242, 0.9305357933044434, 0.9518455266952515, 0.9648740291595459, 0.966730535030365, 0.965286910533905, 0.9431899785995483]",0.7613341629505157
2020-08-14,12150.994140625,11685.455078125,11768.87109375,24237958589,64.69052788508014,10702.737727864584,10926.431732931516,488.8029044221239,524.0279612828745,12293.347787787408,10466.061587212593,"[0.9688118100166321, -0.9797249436378479, 0.9368371963500977, 0.9259451031684875, 0.945523738861084, 0.9577147364616394, 0.7601174116134644, 0.9544163942337036, 0.9365476965904236, 0.9453694224357605, 0.936411440372467, -0.9685208797454834, 0.9320187568664551, 0.9390405416488647, 0.8219287395477295, 0.9645069241523743]",0.6860590055584908
2020-08-15,11963.203125,11768.697265625,11865.6982421875,23354924400,65.97475264279565,10793.85341796875,10987.029572238354,478.97304606506987,515.0169782393135,12117.02191232858,10838.44058767142,"[-0.9621989130973816, -0.9703329801559448, -0.9474232792854309, -0.9717565774917603, 0.8947002291679382, 0.9663869738578796, 0.6393079161643982, 0.9630101323127747, 0.940161943435669]",0.0613172716564602
2020-08-16,11934.9013671875,11737.1884765625,11892.8037109375,20583375490,66.34378088392741,10885.2337890625,11045.46661344475,467.9754674113647,505.60867607372376,12145.409994070456,10900.245572335794,"[0.8871163725852966, 0.9602919220924377, 0.956334114074707, 0.9534329175949097, -0.9780892729759216, 0.8373289704322815]",0.6027358373006185
2020-08-17,12359.056640625,11806.6962890625,12254.40234375,28227687027,70.88099599000515,10988.412532552084,11123.46246701283,482.87155208183685,501.0612512753464,12224.122335650927,10955.691140911573,"[0.9543172717094421, 0.9442413449287415, 0.6132467985153198, 0.9700528979301453, 0.9505338668823242, 0.9489772915840149, 0.9589247107505798, -0.8673130869865417, 0.948115348815918, 0.964917778968811, -0.6681503057479858]",0.6107149015773427
2020-08-18,12335.70703125,11954.525390625,11991.2333984375,26043227672,64.1073229735714,11081.926399739585,11179.447688395068,468.0459298804199,494.45818699636106,12249.747634127683,11019.142404934812,"[-0.9589547514915466, 0.9650889039039612, -0.9585587382316589, 0.8965849876403809, -0.9526479244232178, 0.9564982056617737, -0.893876314163208, 0.9541950225830078, 0.9687624573707581, -0.9584572911262512, -0.96513831615448, 0.9666125774383545, 0.9402426481246948]",0.0738731897794283
2020-08-19,12028.923828125,11687.3330078125,11758.283203125,24502851117,58.75488639531815,11168.394791666668,11216.791915151836,432.51363559648416,482.0692767163857,12234.88591944087,11098.71105321538,"[-0.9614924192428589, 0.8923267722129822, -0.5618572235107422, -0.8362334370613098, 0.6300224661827087, 0.9518202543258667, -0.966951310634613, 0.9630118012428284, 0.9566199779510498, 0.898239254951477, 0.9425210356712341, 0.9609065055847168, 0.8431156873703003, -0.97757488489151, 0.8964849710464478]",0.3087306300799052
2020-08-20,11900.4111328125,11710.0634765625,11878.3720703125,20175242945,60.58198904178581,11251.844270833331,11259.474505807362,409.32575186651775,467.5205717464121,12246.831247167116,11142.256252832884,"[-0.9228690266609192, 0.9468227624893188, 0.961575984954834, -0.9391627311706543, 0.9057613015174866, -0.5028256177902222, 0.9617358446121216, -0.8010239601135254, 0.9452385902404785, -0.9794731736183167, 0.9393357038497925, -0.542631983757019, 0.9263773560523987, -0.9703300595283508]",0.0663236422198159
2020-08-21,11899.259765625,11564.9794921875,11592.4892578125,23762425999,54.40343633122179,11320.748470052084,11280.95932851737,363.68845903686815,446.7541492045033,12239.342253102724,11133.034895334777,"[0.9392192959785461, -0.7300237417221069, -0.892458438873291, -0.937837541103363, 0.8906129002571106, -0.57320237159729, 0.8387574553489685, -0.9233731627464294, 0.9510208964347839, 0.962670624256134, 0.9479486346244812]",0.133939504623413
2020-08-22,11689.4072265625,11448.8056640625,11681.8251953125,20224191306,55.9164492375761,11390.773567708333,11306.821642504154,330.91466099042736,423.5862515616881,12188.774520815172,11246.423721372328,"[0.7781195640563965, -0.9130375385284424, 0.9690355062484741, 0.9301415681838989, -0.8205603361129761, 0.937744140625, -0.5035912990570068, -0.9627244472503662, 0.9538087844848633]",0.1521039936277601
2020-08-23,11713.4296875,11559.9208984375,11664.84765625,18482062658,55.53927333821285,11461.705403645834,11329.920095003885,300.111743040332,398.89134985741686,12158.519288719275,11318.528855811976,"[0.9565983414649963, 0.9424790143966675, -0.8285559415817261, -0.9775430560112]",0.0232445895671844
2020-08-24,11807.6318359375,11623.25,11774.595703125,20681511755,57.53342563743074,11531.621484375,11358.608843914924,281.31315587241806,375.3757110604171,12108.547753206749,11425.370703824505,"[0.9175848960876465, 0.6583853960037231, 0.9434390068054199, 0.9628132581710815, -0.9558113813400269, 0.7820239067077637, 0.953313410282135, 0.9090858697891235, -0.8913629651069641, -0.9729759097099304, 0.8669332265853882]",0.3794026103886691
2020-08-25,11778.2998046875,11189.8505859375,11366.134765625,26301509932,48.7665950570942,11580.32041015625,11359.094387251058,230.795291642602,346.45962717685404,12131.69149872814,11364.138188771862,"[0.9519540071487427, 0.8216215968132019, 0.958914577960968, 0.886403501033783, -0.9742797613143921, 0.9182679057121277, 0.9398565888404846]",0.6432483451707023
2020-08-26,11530.052734375,11296.9931640625,11488.36328125,22466660958,51.16467235348063,11596.90341796875,11367.434315896153,198.3360455107795,316.83491084363914,12132.97633019562,11333.712341679378,"[0.9686691761016846, -0.899124801158905, 0.9680129885673523, 0.9648087620735168, 0.9632060527801514, 0.9547978043556213, 0.8579209446907043, 0.9718899726867676, -0.9316139817237854, -0.9719732999801636, -0.9728540182113647]",0.2612490545619618
2020-08-27,11570.7861328125,11185.94140625,11323.3974609375,23240415076,47.90554128716148,11610.589225260415,11364.593228479464,157.4851058041004,284.9649498357314,12154.25747186008,11284.623680483672,"[0.9732014536857605, -0.872463583946228, 0.9152312874794006, 0.943282425403595, -0.9779242873191833, -0.9540178179740906, 0.9723588824272156, -0.9728614687919617, -0.9657647013664246, 0.9601262807846069, 0.9570045471191406, 0.970253050327301, -0.9770557880401611, 0.9394146203994751]",0.1364846357277461
2020-08-28,11545.615234375,11316.4228515625,11542.5,19807127588,52.255573128139,11625.3236328125,11376.071084706597,141.1629469756008,256.20454926370525,12150.043860987947,11267.682701512053,"[0.6117197871208191, -0.9579424262046814, 0.9599506855010986, 0.9640680551528931, -0.9654665589332581, 0.959135115146637, 0.9635603427886963, 0.9331216812133789, -0.9741170406341553, 0.9497974514961243, 0.9688671827316284, -0.971473753452301]",0.28676837682724
2020-08-29,11585.640625,11466.29296875,11506.865234375,17485597759,51.50232353038749,11638.51201171875,11384.509416943269,123.92357688089942,229.74835478714408,12150.193213790191,11250.64594636606,"[0.9613882899284363, 0.9627825617790222, 0.9467477202415466, 0.5858359336853027, 0.9211178421974182, 0.6515207886695862, 0.9236074090003967, 0.9632570743560791, 0.9718465209007263, 0.9402719736099243]",0.8828376114368439
2020-08-30,11715.2646484375,11492.3818359375,11711.505859375,19760127945,55.47189089445641,11651.446647135415,11405.605961616282,125.3293216570637,208.864548161128,12134.501396680347,11249.6772166009,"[0.800036609172821, 0.9692928194999695, 0.9703338742256165, -0.5160991549491882, -0.8929697871208191, -0.9777671098709106, 0.9537157416343689, -0.973660409450531, 0.9597645401954651]",0.1436274581485324
2020-08-31,11768.876953125,11598.318359375,11680.8203125,22285928250,54.74825644342861,11648.8208984375,11423.361726189423,122.55458437591552,191.6025554040855,12128.886008705404,11282.322096763346,"[-0.8615068197250366, 0.9393414855003357, -0.959096372127533, 0.9638588428497314, 0.8668673038482666, 0.8006158471107483, -0.9702562093734741, -0.6418605446815491, 0.9224151968955994, -0.9578558206558228, -0.903502881526947]",-0.0728163610805164
2020-09-01,12067.0810546875,11601.12890625,11970.478515625,27311555343,60.04656273477891,11679.383040364582,11458.659583572366,142.09064875677177,181.7001740746228,12159.3932110941,11290.369288905902,"[-0.6521795988082886, -0.9660577774047852, -0.9779236912727356, -0.9758944511413574, -0.9408752918243408, 0.95119708776474, 0.9593223333358765, -0.9762306213378906, 0.591880202293396, 0.6077954769134521, -0.9735435247421265]",-0.3047736232930964
2020-09-02,11964.8232421875,11290.7939453125,11414.0341796875,28037405299,48.33783915850116,11684.97255859375,11455.780525257213,111.38869349596824,167.63787795889186,12160.307559327674,11252.444589109826,"[0.9397076964378357, 0.9528839588165283, 0.87611323595047, -0.8468409180641174, 0.9655376076698303, -0.9486381411552429, -0.9486381411552429, -0.9598602056503296, 0.5481383800506592, 0.9688522815704346, 0.9578571319580078, 0.9579561948776245, 0.9636505842208862]",0.3405168973482572
2020-09-03,11443.0224609375,10182.46484375,10245.296875,31927261555,33.54316739272834,11652.952701822916,11377.68480588578,-7.167537278830423,132.6767949113474,12410.588527350605,10849.806199211896,"[-0.9506793022155762, -0.9639288187026978, -0.9505553245544434, -0.9692729711532593, -0.5901519656181335, -0.9442770481109619, -0.8936858177185059, 0.9294689893722534, -0.8148565292358398, -0.9736166596412659, -0.9757888317108154, 0.9526653289794922, 0.9267016649246216]",-0.4783059450296255
2020-09-04,10663.919921875,10207.9404296875,10511.8134765625,29965130374,38.18912295708272,11611.779069010418,11321.822139477828,-78.7112081341129,90.39919430225534,12473.40635816636,10651.59989183364,"[-0.9597080945968628, 0.9426678419113159, -0.928149938583374, 0.9586216807365417, 0.9660429358482361, 0.8515157699584961, -0.9811137318611145, -0.9509521126747131, -0.9586414098739624]",-0.1177463399039374
2020-09-05,10581.5712890625,9946.67578125,10169.5673828125,44916565292,34.82250144051384,11558.105533854166,11247.483122918771,-161.16863057760563,40.08562932628313,12556.28740295482,10396.39521423268,"[-0.8820357322692871, 0.9706242084503174, 0.9643298387527466, -0.96324622631073, 0.9647198915481567, -0.962279736995697]",0.015352040529251
